Transaction Amount,Transaction Frequency,Geographic Location,Time of Transaction,Cardholder’s Purchase History,Merchant Category,CNP Transactions,Device Information,Velocity Checks,Failed Authentication Attempts,Card Expiration Date and CVV,International Transactions,Fraudulent
0.47,0,Foreign,Usual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,False
55.31,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
109.12,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
51.36,0,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
8.97,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
6.47,2,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
32.59,7,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
18.55,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
335.51,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
16.4,0,Foreign,Unusual,Inconsistent,High Risk,No,Unknown,Normal,None,Correct,No,True
163.71,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
88.22,1,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
84.23,3,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
71.76,1,Foreign,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
356.71,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
9.046,2,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Incorrect,No,True
775.4000000000001,3,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
16.206,8,Local,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,No,True
50.36,4,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
311.15,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
91.21,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,Yes,False
12.66,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
54.05,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
152.13,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
118.33,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
248.1,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
30.03,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
141.96,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
61.6,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
85.24,0,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,Yes,False
310.21,0,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
387.7,0,Local,Usual,Consistent,Low Risk,No,Known,High,Multiple,Correct,No,False
197.75,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
44.49,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Incorrect,No,False
218.66,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
101.78,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
56.21,3,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
3.64,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
147.02,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
348.7,6,Local,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
154.27,5,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
137.84,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
157.78,3,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
35.76,4,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
161.34,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
79.59,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
64.12,1,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
112.43,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.16,4,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
10.79,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
34.56,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
407.4,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.05,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
40.14,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
5.24,5,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
40.24,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
38.61,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
293.38,4,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
186.53,0,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
48.25,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.51,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
177.8,1,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
108.04,3,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
16.53,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
553.94,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.56,2,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,Yes,False
201.83,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
34.85,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
57.16,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
158.7,3,Foreign,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
113.17,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
277.84,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
97.06,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.29,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
215.73,0,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
146.6,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
124.43,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
5.52,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
50.45,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
18.32,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
172.54,0,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
120.57,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
214.62,5,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
339.85,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
149.05,1,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
515.56,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
95.39,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
3.78,3,Local,Usual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
1.44,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
41.87,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
173.43,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
201.09,1,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
323.94,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Incorrect,No,False
6.73,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
0.9119999999999999,9,Local,Unusual,Inconsistent,High Risk,No,Known,Normal,Multiple,Correct,Yes,True
244.51,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
36.39,2,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
81.64,3,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
404.24,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
51.16,3,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Incorrect,Yes,True
109.62,2,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
51.23,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
146.19,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
75.02,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
27.12,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
31.65,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
29.85,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
76.0,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
121.47,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
298.14,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
118.45,0,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
151.96,2,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
18.5,3,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
46.85,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
53.41,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
115.96,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
35.08,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
36.14,1,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
8.798,2,Local,Usual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Incorrect,No,True
166.23,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
86.18,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
7.83,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.15,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
46.41,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
145.5,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
116.69,0,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,Yes,False
123.09,1,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
145.76,2,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
33.85,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
79.46,1,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
78.38,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
134.57,6,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
314.35,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
32.57,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
157.64,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
107.87,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
86.81,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
149.11,7,Local,Unusual,Inconsistent,High Risk,No,Known,High,None,Correct,Yes,True
288.3,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
3.74,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
15.95,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
28.236000000000004,8,Local,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
8.75,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
72.59,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
24.83,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
32.06,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
121.01,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
3.07,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
41.322,4,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,No,True
58.78,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
69.79,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
77.66,3,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
103.72,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
42.29,1,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
10.66,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
191.64999999999998,2,Foreign,Unusual,Inconsistent,Low Risk,No,Known,Normal,Multiple,Incorrect,Yes,True
18.41,4,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
81.22,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
38.28,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
317.17,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
337.36,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
483.95000000000005,1,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
96.1,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
422.53,2,Foreign,Unusual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
218.29,0,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
144.85,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
37.63,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
45.5,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
22.47,1,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
66.78,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
464.27,5,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
1216.05,8,Local,Unusual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
12.6,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
2.55,4,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
228.91,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.408000000000001,8,Foreign,Unusual,Inconsistent,Low Risk,No,Unknown,High,Multiple,Correct,Yes,True
22.34,3,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
111.98,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
103.35,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
13.02,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
6.0120000000000005,6,Foreign,Usual,Inconsistent,High Risk,Yes,Known,High,Multiple,Incorrect,Yes,True
6.2,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
23.55,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
14.19,0,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
21.47,1,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,False
115.67,2,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
5.08,2,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
10.74,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
72.05,6,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,Multiple,Correct,Yes,True
38.06,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
35.49,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
29.45,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
138.84,1,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,Yes,False
622.61,1,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
381.75,6,Local,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
288.6,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
50.52,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
11.28,3,Local,Unusual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,Yes,True
52.56,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
35.12,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
68.0,1,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Incorrect,No,False
107.02,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
61.81,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
54.716,2,Foreign,Usual,Inconsistent,Low Risk,No,Unknown,High,None,Correct,Yes,True
216.08,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
121.06,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
67.27,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
14.12,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
50.59,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
121.88,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
33.53,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.98,5,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
238.49,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
123.46,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
95.52,4,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Incorrect,Yes,True
157.26,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
180.57,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
66.06,5,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
213.02,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
248.19,6,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
31.68,4,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
93.53,0,Local,Usual,Consistent,High Risk,No,Known,High,Multiple,Correct,No,False
74.78,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Incorrect,No,False
77.21,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
1387.6,6,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
36.41,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
410.04,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
232.41,5,Foreign,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
306.90000000000003,4,Local,Usual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,True
170.07,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
732.75,2,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,High,None,Correct,Yes,True
113.29,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
38.54,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
21.87,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
111.33,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
185.13,2,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
1.64,6,Foreign,Unusual,Consistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
102.95,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
58.5,1,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
228.36,1,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
193.9,2,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,Multiple,Correct,No,True
64.28,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
72.31,4,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,Yes,False
15.13,0,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
124.79,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
887.4,4,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,True
5.97,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
34.44,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
3.88,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
313.6,2,Foreign,Unusual,Consistent,High Risk,Yes,Known,High,Multiple,Correct,Yes,True
22.002000000000002,5,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,Yes,True
332.98,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Incorrect,No,False
75.82,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
161.98,4,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
46.91,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
43.67,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
47.52,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
107.25,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
44.54,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
230.63,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,Yes,False
409.08,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,Multiple,Correct,No,False
3.09,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
21.52,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
11.91,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
4.33,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
5.168,3,Local,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,No,True
59.2,5,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
181.39,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
25.08,2,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
68.11,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
265.38,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
110.03,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
159.99,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
80.07,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
393.56,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
88.83,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
4.66,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
22.06,4,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
51.88,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
91.95,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
147.81,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
53.29,4,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
619.05,8,Local,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,True
156.0,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
38.16,7,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,Normal,Multiple,Incorrect,Yes,True
387.62,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
104.88,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
212.86,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
81.18,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
135.33,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
147.2,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
238.87,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
16.29,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
81.71,1,Local,Unusual,Consistent,High Risk,No,Known,High,None,Correct,No,False
55.93,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
256.6,3,Local,Usual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,False
11.1,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
404.98,0,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
208.31,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
7.67,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
67.52,1,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
126.43,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
134.0,2,Foreign,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
236.97,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
160.88,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
37.24,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
69.0,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
120.99,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
